Noise Level,Logistic Regression,Random Forest,MLP
0.0,0.9163571428571429,0.9672142857142857,0.9732857142857143
0.1,0.8935714285714286,0.9668571428571429,0.8966428571428572
0.2,0.8806428571428572,0.9668571428571429,0.8389285714285715
0.3,0.874,0.9632142857142857,0.8018571428571428
0.4,0.8599285714285714,0.9592857142857143,0.7452142857142857
